time,field_name,field_value
1689201205219,pressure,1010.1
1689201565258,pressure,1010.1
1689201925306,pressure,1010.2
1689202285348,pressure,1010.4
1689202585387,pressure,1010.4
1689202885418,pressure,1010.5
1689203185451,pressure,1010.4
1689203545488,pressure,1010.4
1689203905531,pressure,1010.4
1689204265574,pressure,1010.4
1689204625609,pressure,1010.4
1689204985652,pressure,1010.4
1689205345695,pressure,1010.4
1689205645744,pressure,1010.5
1689205945773,pressure,1010.5
1689206245803,pressure,1010.5
1689206605840,pressure,1010.5
1689206905872,pressure,1010.5
1689207205912,pressure,1010.5
1689207505948,pressure,1010.5
1689207805989,pressure,1010.5
1689208106022,pressure,1010.5
1689208406056,pressure,1010.6
1689208706097,pressure,1010.6
1689209006136,pressure,1010.6
1689209306168,pressure,1010.6
1689209666206,pressure,1010.6
1689210026245,pressure,1010.6
1689210386284,pressure,1010.6
1689210746327,pressure,1010.6
1689211046371,pressure,1010.6
1689211346407,pressure,1010.6
1689211646443,pressure,1010.6
1689212006483,pressure,1010.7
1689212306521,pressure,1010.7
1689212606566,pressure,1010.7
1689212906606,pressure,1010.7
1689213266647,pressure,1010.6
1689213626687,pressure,1010.6
1689213986726,pressure,1010.6
1689214346769,pressure,1010.6
1689214706810,pressure,1010.5
1689215066847,pressure,1010.5
1689215366884,pressure,1010.5
1689215666915,pressure,1010.5
1689215966945,pressure,1010.5
1689216326985,pressure,1010.6
1689216687025,pressure,1010.6
1689217047062,pressure,1010.6
1689217407103,pressure,1010.6
1689217767148,pressure,1010.6
1689218127191,pressure,1010.5
1689218487227,pressure,1010.5
1689218787272,pressure,1010.5
1689219087308,pressure,1010.5
1689219387343,pressure,1010.5
1689219687383,pressure,1010.6
1689219987419,pressure,1010.6
1689220287456,pressure,1010.6
1689220647494,pressure,1010.7
1689221007534,pressure,1010.6
1689221367575,pressure,1010.7
1689221667616,pressure,1010.6
1689221967653,pressure,1010.7
1689222267686,pressure,1010.9
1689222627725,pressure,1010.9
1689222987769,pressure,1010.8
1689223347808,pressure,1010.7
1689223707847,pressure,1010.7
1689224007886,pressure,1010.7
1689224307920,pressure,1010.7
1689224607961,pressure,1010.7
1689224968007,pressure,1010.8
1689225328053,pressure,1010.9
1689225688101,pressure,1010.9
1689226048138,pressure,1011.0
1689226408177,pressure,1011.1
1689226768222,pressure,1011.0
1689227128264,pressure,1011.0
1689227488309,pressure,1011.0
1689227848347,pressure,1011.0
1689228208393,pressure,1011.1
1689228568442,pressure,1011.0
1689228928490,pressure,1011.1
1689229288532,pressure,1011.0
1689229648571,pressure,1011.0
1689230008610,pressure,1011.0
1689230368651,pressure,1010.9
1689230728698,pressure,1010.9
1689231088735,pressure,1011.0
1689231448777,pressure,1011.0
1689231808818,pressure,1010.9
1689232168859,pressure,1011.0
1689232528901,pressure,1010.9
1689232888938,pressure,1011.0
1689233248979,pressure,1011.0
1689233609026,pressure,1010.9
1689233969063,pressure,1010.9
1689234329099,pressure,1010.9
1689234689144,pressure,1010.9
1689235049181,pressure,1010.8
1689235409220,pressure,1010.7
1689235769257,pressure,1010.7
1689236129299,pressure,1011.0
1689236489344,pressure,1011.0
1689236849395,pressure,1011.0
1689237149436,pressure,1011.1
1689237449475,pressure,1011.2
1689237749514,pressure,1010.9
1689238109556,pressure,1011.0
1689238409593,pressure,1011.0
1689238709624,pressure,1011.0
1689239009656,pressure,1011.0
1689239309694,pressure,1011.0
1689239609738,pressure,1011.0
1689239909772,pressure,1010.9
1689240269817,pressure,1011.0
1689240629861,pressure,1011.0
1689240929904,pressure,1011.1
1689241229937,pressure,1011.1
1689241529974,pressure,1011.1
1689241890011,pressure,1011.1
1689242250055,pressure,1011.0
1689242610102,pressure,1011.1
1689242970142,pressure,1011.0
1689243330179,pressure,1011.0
1689243630219,pressure,1011.1
1689243930254,pressure,1011.1
1689244230285,pressure,1011.1
1689244590326,pressure,1011.1
1689244950371,pressure,1011.1
1689245250412,pressure,1011.1
1689245550446,pressure,1011.2
1689245850479,pressure,1011.2
1689246210521,pressure,1011.2
1689246570560,pressure,1011.3
1689246930602,pressure,1011.3
1689247290639,pressure,1011.2
1689247650679,pressure,1011.2
1689248010718,pressure,1011.3
1689248370758,pressure,1011.3
1689248670802,pressure,1011.2
1689248970837,pressure,1011.3
1689249270867,pressure,1011.3
1689249630909,pressure,1011.3
1689249990956,pressure,1011.3
1689250350995,pressure,1011.2
1689250711033,pressure,1011.3
1689251071073,pressure,1011.3
1689251431112,pressure,1011.3
1689251731155,pressure,1011.8
1689252031187,pressure,1011.6
1689252331222,pressure,1011.7
1689252691260,pressure,1011.7
1689252991300,pressure,1011.6
1689253291340,pressure,1011.7
1689253591377,pressure,1011.8
1689253891418,pressure,1011.7
1689254191453,pressure,1011.7
1689254491489,pressure,1011.7
1689254851529,pressure,1011.7
1689255211574,pressure,1011.6
1689255571615,pressure,1011.6
1689255931655,pressure,1011.6
1689256291695,pressure,1011.7
1689256651737,pressure,1011.6
1689257011774,pressure,1011.5
1689257371813,pressure,1011.5
1689257731852,pressure,1011.6
1689258091892,pressure,1011.5
1689258391930,pressure,1011.5
1689258691964,pressure,1011.5
1689258992004,pressure,1011.6
1689259352043,pressure,1011.7
1689259712080,pressure,1012.0
1689260072122,pressure,1012.2
1689260432167,pressure,1012.3
1689260732201,pressure,1012.2
1689261032241,pressure,1012.2
1689261332290,pressure,1012.2
1689261692333,pressure,1012.2
1689261992378,pressure,1012.0
1689262292411,pressure,1012.1
1689262592443,pressure,1012.1
1689262952482,pressure,1012.0
1689263312521,pressure,1011.9
1689263672559,pressure,1011.9
1689264032596,pressure,1012.0
1689264392634,pressure,1012.1
1689264752671,pressure,1012.2
1689265112708,pressure,1012.1
1689265472752,pressure,1012.1
1689265832794,pressure,1012.1
1689266192831,pressure,1012.0
1689266492876,pressure,1012.0
1689266792911,pressure,1012.0
1689267092945,pressure,1012.0
1689267392991,pressure,1012.1
1689267693024,pressure,1012.1
1689267993062,pressure,1012.2
1689268353106,pressure,1012.1
1689268653147,pressure,1012.2
1689268953177,pressure,1012.3
1689269253207,pressure,1012.3
1689269613247,pressure,1012.4
1689269973297,pressure,1012.5
1689270333336,pressure,1012.4
1689270693376,pressure,1012.5
1689271053417,pressure,1012.5
1689271413455,pressure,1012.5
1689271773502,pressure,1012.5
1689272133540,pressure,1012.6
1689272493579,pressure,1012.5
1689272853621,pressure,1012.5
1689273213664,pressure,1012.5
1689273573704,pressure,1012.6
1689273933743,pressure,1012.6
1689274293783,pressure,1012.7
1689274653825,pressure,1012.8
1689275013870,pressure,1012.9
1689275313913,pressure,1012.8
1689275613961,pressure,1012.8
1689275913995,pressure,1012.9
1689276274039,pressure,1013.0
1689276634077,pressure,1013.1
1689276994115,pressure,1013.2
1689277354158,pressure,1013.3
1689277654199,pressure,1013.3
1689277954234,pressure,1013.4
1689278254267,pressure,1013.4
1689278614307,pressure,1013.5
1689278974352,pressure,1013.5
1689279274396,pressure,1013.5
1689279574434,pressure,1013.5
1689279874467,pressure,1013.6
1689280234510,pressure,1013.6
1689280534555,pressure,1013.6
1689280834590,pressure,1013.6
1689281134624,pressure,1013.7
1689281494660,pressure,1013.6
1689281794699,pressure,1013.7
1689282094746,pressure,1013.8
1689282394779,pressure,1013.9
1689282754820,pressure,1014.0
1689283054866,pressure,1014.0
1689283354900,pressure,1014.1
1689283654933,pressure,1014.1
1689284014973,pressure,1014.2
1689284375009,pressure,1014.1
1689284735053,pressure,1014.1
1689285095095,pressure,1014.1
1689285395143,pressure,1014.2
1689285695181,pressure,1014.2
1689285995223,pressure,1014.2
1689286355270,pressure,1014.2
1689286715311,pressure,1014.3
1689287075350,pressure,1014.3
1689287435398,pressure,1014.3
1689287735465,pressure,1014.3
1689288035503,pressure,1014.3
1689288335535,pressure,1014.3
1689288695576,pressure,1014.3
1689289055616,pressure,1014.3
1689289415655,pressure,1014.4
1689289715693,pressure,1014.4
1689290015731,pressure,1014.4
1689290315768,pressure,1014.4
1689290675809,pressure,1014.5
1689290975842,pressure,1014.5
1689291275876,pressure,1014.5
1689291575910,pressure,1014.5
1689291935971,pressure,1014.5
1689292236005,pressure,1014.5
1689292536040,pressure,1014.5
1689292836073,pressure,1014.5
1689293196113,pressure,1014.5
1689293556155,pressure,1014.6
1689293856193,pressure,1014.6
1689294156223,pressure,1014.6
1689294456257,pressure,1014.6
1689294816297,pressure,1014.6
1689295176334,pressure,1014.6
1689295536372,pressure,1014.6
1689295896411,pressure,1014.7
1689296256448,pressure,1014.7
1689296616485,pressure,1014.7
1689296976524,pressure,1014.8
1689297336560,pressure,1014.7
1689297696600,pressure,1014.7
1689297996641,pressure,1014.8
1689298296672,pressure,1014.8
1689298596704,pressure,1014.8
1689298956741,pressure,1014.9
1689299316778,pressure,1015.0
1689299676822,pressure,1015.0
1689300036860,pressure,1015.1
1689300336898,pressure,1015.1
1689300636928,pressure,1015.1
1689300936958,pressure,1015.2
1689301296997,pressure,1015.2
1689301657038,pressure,1015.2
1689302017076,pressure,1015.3
1689302377116,pressure,1015.3
1689302737154,pressure,1015.2
1689303097191,pressure,1015.3
1689303457234,pressure,1015.3
1689303817270,pressure,1015.2
1689304117311,pressure,1015.3
1689304417346,pressure,1015.3
1689304717378,pressure,1015.4
1689305077418,pressure,1015.4
1689305437454,pressure,1015.4
1689305797492,pressure,1015.3
1689306157528,pressure,1015.3
1689306517567,pressure,1015.4
1689306877613,pressure,1015.4
1689307237655,pressure,1015.5
1689307597698,pressure,1015.5
1689307957741,pressure,1015.5
1689308317779,pressure,1015.5
1689308617820,pressure,1015.5
1689308917854,pressure,1015.6
1689309217885,pressure,1015.6
1689309577926,pressure,1015.6
1689309937967,pressure,1015.7
1689310298005,pressure,1015.7
1689310658048,pressure,1015.8
1689311018086,pressure,1015.9
1689311318153,pressure,1015.9
1689311618195,pressure,1016.0
1689311918228,pressure,1015.9
1689312278271,pressure,1015.9
1689312578306,pressure,1016.0
1689312878337,pressure,1015.9
1689313178370,pressure,1015.9
1689313538411,pressure,1015.9
1689313898448,pressure,1016.0
1689314258491,pressure,1016.0
1689314618528,pressure,1016.0
1689314978564,pressure,1016.0
1689315338606,pressure,1015.9
1689315698650,pressure,1016.0
1689315998682,pressure,1016.0
1689316298722,pressure,1016.0
1689316598750,pressure,1016.1
1689316958788,pressure,1016.0
1689317318824,pressure,1016.0
1689317618858,pressure,1016.1
1689317918889,pressure,1016.1
1689318218920,pressure,1016.2
1689318518950,pressure,1016.2
1689318818983,pressure,1016.2
1689319119016,pressure,1016.1
1689319419049,pressure,1016.1
1689319719083,pressure,1016.2
1689320019124,pressure,1016.2
1689320319157,pressure,1016.1
1689320619190,pressure,1016.1
1689320979232,pressure,1016.1
1689321279264,pressure,1016.2
1689321579298,pressure,1016.1
1689321879328,pressure,1016.1
1689322179366,pressure,1016.1
1689322479404,pressure,1016.1
1689322779446,pressure,1016.1
1689323079489,pressure,1016.1
1689323379523,pressure,1016.2
1689323679559,pressure,1016.1
1689323979623,pressure,1016.1
1689324279655,pressure,1016.3
1689324579696,pressure,1016.3
1689324879728,pressure,1016.2
1689325179762,pressure,1016.2
1689325479794,pressure,1016.2
1689325779834,pressure,1016.2
1689326079875,pressure,1016.3
1689326379912,pressure,1016.2
1689326739951,pressure,1016.2
1689327039981,pressure,1016.2
1689327340015,pressure,1016.2
1689327640058,pressure,1016.1
1689327940101,pressure,1016.1
1689328240140,pressure,1016.3
1689328540191,pressure,1016.2
1689328840241,pressure,1016.2
1689329140275,pressure,1016.2
1689329440311,pressure,1016.1
1689329740344,pressure,1016.1
1689330040382,pressure,1016.2
1689330340415,pressure,1016.0
1689330640448,pressure,1016.0
1689330940482,pressure,1016.0
1689331240514,pressure,1016.0
1689331540552,pressure,1015.9
1689331840585,pressure,1015.9
1689332140615,pressure,1015.9
1689332440653,pressure,1015.9
1689332740684,pressure,1015.9
1689333040718,pressure,1015.9
1689333340750,pressure,1015.9
1689333640790,pressure,1015.9
1689333940825,pressure,1015.8
1689334240860,pressure,1015.8
1689334540892,pressure,1015.9
1689334840923,pressure,1015.9
1689335140963,pressure,1015.9
1689335441002,pressure,1015.9
1689335741038,pressure,1015.9
1689336041086,pressure,1015.9
1689336341133,pressure,1015.8
1689336641177,pressure,1015.8
1689336941207,pressure,1015.7
1689337241239,pressure,1015.7
1689337541276,pressure,1015.7
1689337841312,pressure,1015.8
1689338141351,pressure,1015.8
1689338441391,pressure,1015.7
1689338741424,pressure,1015.7
1689339041463,pressure,1015.6
1689339341495,pressure,1015.6
1689339641529,pressure,1015.6
1689339941561,pressure,1015.6
1689340241605,pressure,1015.6
1689340541642,pressure,1015.5
1689340841677,pressure,1015.4
1689341141716,pressure,1015.5
1689341441746,pressure,1015.4
1689341741785,pressure,1015.4
1689342041825,pressure,1015.5
1689342341856,pressure,1015.5
1689342641892,pressure,1015.4
1689342941932,pressure,1015.4
1689343241970,pressure,1015.5
1689343542002,pressure,1015.3
1689343842042,pressure,1015.3
1689344202083,pressure,1015.2
1689344502116,pressure,1015.2
1689344802148,pressure,1015.2
1689345102187,pressure,1015.2
1689345402221,pressure,1015.2
1689345702252,pressure,1015.1
1689346002286,pressure,1015.1
1689346302323,pressure,1015.1
1689346602356,pressure,1015.1
1689346902390,pressure,1015.1
1689347202430,pressure,1015.1
1689347502469,pressure,1015.0
1689347802505,pressure,1015.0
1689348102536,pressure,1014.8
1689348402569,pressure,1014.8
1689348702609,pressure,1014.9
1689349002644,pressure,1014.8
1689349302685,pressure,1014.7
1689349602724,pressure,1014.7
1689349902762,pressure,1014.7
1689350202791,pressure,1014.7
1689350502823,pressure,1014.7
1689350802856,pressure,1014.6
1689351102889,pressure,1014.6
1689351402922,pressure,1014.6
1689351702966,pressure,1014.5
1689352003003,pressure,1014.4
1689352303034,pressure,1014.4
1689352603067,pressure,1014.5
1689352903103,pressure,1014.4
1689353203135,pressure,1014.4
1689353563174,pressure,1014.4
1689353863206,pressure,1014.4
1689354163253,pressure,1014.4
1689354463285,pressure,1014.3
1689354763317,pressure,1014.3
1689355063347,pressure,1014.3
1689355363378,pressure,1014.2
1689355663419,pressure,1014.3
1689355963451,pressure,1014.2
1689356263483,pressure,1014.3
1689356563522,pressure,1014.2
1689356863553,pressure,1014.2
1689357163585,pressure,1014.2
1689357463618,pressure,1014.2
1689357763665,pressure,1014.2
1689358063697,pressure,1014.2
1689358423737,pressure,1014.3
1689358723775,pressure,1014.3
1689359023808,pressure,1014.3
1689359323843,pressure,1014.2
1689359623880,pressure,1014.2
1689359923919,pressure,1014.2
1689360223955,pressure,1014.2
1689360523995,pressure,1014.3
1689360824033,pressure,1014.3
1689361124065,pressure,1014.2
1689361424100,pressure,1014.3
1689361724138,pressure,1014.3
1689362024179,pressure,1014.3
1689362324208,pressure,1014.3
1689362624247,pressure,1014.3
1689362924281,pressure,1014.3
1689363224316,pressure,1014.3
1689363524350,pressure,1014.2
1689363824382,pressure,1014.3
1689364124416,pressure,1014.3
1689364424453,pressure,1014.3
1689364724486,pressure,1014.4
1689365024525,pressure,1014.4
1689365324561,pressure,1014.4
1689365624598,pressure,1014.4
1689365924637,pressure,1014.5
1689366224670,pressure,1014.4
1689366524704,pressure,1014.3
1689366824753,pressure,1014.3
1689367124788,pressure,1014.2
1689367424828,pressure,1014.2
1689367724859,pressure,1014.2
1689368024893,pressure,1014.1
1689368324927,pressure,1014.1
1689368624967,pressure,1014.1
1689368925005,pressure,1014.1
1689369225035,pressure,1014.1
1689369525077,pressure,1014.1
1689369825114,pressure,1014.1
1689370125149,pressure,1014.2
1689370425182,pressure,1014.0
1689370725217,pressure,1014.0
1689371025262,pressure,1014.0
1689371325294,pressure,1014.1
1689371625326,pressure,1014.0
1689371925366,pressure,1014.1
1689372225404,pressure,1014.0
1689372525436,pressure,1014.0
1689372825470,pressure,1013.9
1689373125500,pressure,1014.0
1689373425538,pressure,1013.9
1689373725579,pressure,1013.8
1689374025618,pressure,1013.7
1689374325650,pressure,1013.7
1689374625687,pressure,1013.7
1689374925718,pressure,1013.7
1689375225753,pressure,1013.7
1689375525800,pressure,1013.7
1689375825834,pressure,1013.6
1689376125869,pressure,1013.6
1689376425906,pressure,1013.6
1689376725943,pressure,1013.6
1689377025977,pressure,1013.5
1689377326025,pressure,1013.5
1689377686064,pressure,1013.4
1689378046103,pressure,1013.3
1689378406146,pressure,1013.3
1689378766184,pressure,1013.2
1689379126223,pressure,1013.2
1689379486261,pressure,1013.1
1689379846300,pressure,1013.0
1689380206339,pressure,1013.0
1689380566382,pressure,1012.9
1689380866437,pressure,1012.9
1689381166469,pressure,1012.9
1689381466506,pressure,1012.9
1689381826546,pressure,1012.8
1689382126592,pressure,1012.8
1689382426636,pressure,1012.7
1689382726669,pressure,1012.7
1689383086706,pressure,1012.6
1689383446743,pressure,1012.7
1689383806784,pressure,1012.7
1689384106823,pressure,1012.6
1689384406853,pressure,1012.7
1689384706887,pressure,1012.6
1689385066923,pressure,1012.6
1689385426965,pressure,1012.4
1689385787005,pressure,1012.4
1689386087046,pressure,1012.3
1689386387079,pressure,1012.3
1689386687117,pressure,1012.2
1689386987150,pressure,1012.0
1689387347190,pressure,1011.9
1689387647223,pressure,1011.8
1689387947256,pressure,1011.8
1689388307298,pressure,1011.5
1689388607329,pressure,1011.4
1689388967368,pressure,1011.3
1689389267398,pressure,1011.4
1689389567430,pressure,1011.2
1689389927479,pressure,1011.1
1689390227515,pressure,1011.0
1689390527560,pressure,1010.9
1689390827598,pressure,1010.8
1689391127635,pressure,1010.9
1689391427664,pressure,1010.9
1689391727699,pressure,1010.9
1689392087741,pressure,1010.8
1689392387782,pressure,1010.8
1689392687817,pressure,1010.8
1689392987848,pressure,1010.8
1689393347889,pressure,1010.7
1689393647931,pressure,1010.7
1689394007968,pressure,1010.6
1689394308006,pressure,1010.5
1689394608043,pressure,1010.4
1689394908084,pressure,1010.5
1689395208115,pressure,1010.4
1689395508146,pressure,1010.3
1689395868182,pressure,1010.2
1689396168215,pressure,1010.2
1689396528255,pressure,1010.2
1689396888296,pressure,1010.1
1689397248337,pressure,1010.0
1689397548368,pressure,1009.9
1689397848399,pressure,1010.0
1689398208438,pressure,1010.1
1689398508475,pressure,1010.1
1689398808511,pressure,1010.0
1689399108542,pressure,1009.9
1689399468582,pressure,1010.0
1689399768624,pressure,1010.0
1689400068654,pressure,1010.0
1689400368690,pressure,1010.0
1689400728729,pressure,1010.0
1689401088771,pressure,1009.9
1689401448814,pressure,1009.9
1689401808857,pressure,1009.8
1689402168896,pressure,1009.7
1689402528941,pressure,1009.7
1689402888979,pressure,1009.6
1689403249020,pressure,1009.6
1689403609059,pressure,1009.5
1689403969100,pressure,1009.4
1689404329137,pressure,1009.3
1689404629175,pressure,1009.3
1689404929226,pressure,1009.2
1689405229260,pressure,1009.2
1689405589301,pressure,1009.1
1689405889334,pressure,1009.1
1689406189369,pressure,1009.1
1689406489419,pressure,1009.1
1689406849464,pressure,1009.0
1689407209501,pressure,1008.9
1689407569544,pressure,1008.9
1689407929580,pressure,1008.9
1689408229628,pressure,1008.9
1689408529668,pressure,1008.9
1689408829703,pressure,1008.9
1689409189747,pressure,1008.8
1689409549786,pressure,1008.8
1689409909822,pressure,1008.9
1689410209864,pressure,1008.9
1689410509895,pressure,1008.9
1689410809928,pressure,1008.8
1689411169965,pressure,1008.8
1689411530007,pressure,1008.7
1689411890051,pressure,1008.6
1689412250089,pressure,1008.6
1689412550127,pressure,1008.5
1689412850164,pressure,1008.5
1689413150198,pressure,1008.4
1689413510240,pressure,1008.4
1689413870281,pressure,1008.3
1689414230316,pressure,1008.2
1689414530353,pressure,1008.2
1689414830396,pressure,1008.2
1689415130429,pressure,1008.1
1689415490469,pressure,1008.1
1689415850511,pressure,1008.0
1689416210553,pressure,1008.1
1689416510595,pressure,1008.1
1689416810629,pressure,1008.1
1689417110664,pressure,1008.1
1689417470703,pressure,1008.1
1689417830743,pressure,1008.1
1689418190784,pressure,1008.1
1689418550821,pressure,1008.0
1689418850863,pressure,1008.1
1689419150898,pressure,1008.1
1689419450929,pressure,1008.0
1689419810970,pressure,1008.0
1689420111011,pressure,1008.1
1689420411043,pressure,1008.0
1689420711078,pressure,1008.0
1689421071117,pressure,1008.0
1689421371164,pressure,1008.0
1689421671199,pressure,1007.9
1689421971233,pressure,1007.9
1689422271275,pressure,1007.9
1689422571306,pressure,1007.8
1689422871339,pressure,1007.8
1689423231378,pressure,1007.8
1689423591423,pressure,1007.8
1689423891472,pressure,1007.7
1689424191515,pressure,1007.5
1689424491558,pressure,1007.5
1689424791595,pressure,1007.4
1689425091642,pressure,1007.5
1689456253198,pressure,1005.8
1689456553232,pressure,1005.8
1689456853266,pressure,1005.8
1689457153319,pressure,1005.9
1689457453350,pressure,1005.9
1689457753383,pressure,1005.8
1689458053422,pressure,1005.7
1689458353457,pressure,1005.7
1689458653493,pressure,1005.6
1689458953528,pressure,1005.6
1689459253561,pressure,1005.6
1689459553597,pressure,1005.5
1689459853635,pressure,1005.4
1689460153686,pressure,1005.4
1689460453721,pressure,1005.5
1689460753750,pressure,1005.4
1689461053781,pressure,1005.4
1689461353819,pressure,1005.4
1689461653852,pressure,1005.4
1689461953888,pressure,1005.4
1689462253920,pressure,1005.4
1689462553957,pressure,1005.3
1689462853991,pressure,1005.3
1689463154023,pressure,1005.3
1689463454064,pressure,1005.2
1689463754098,pressure,1005.2
1689464054131,pressure,1005.2
1689464354164,pressure,1005.1
1689464654198,pressure,1005.1
1689464954236,pressure,1004.9
1689465254266,pressure,1004.9
1689465554302,pressure,1004.9
1689465854333,pressure,1005.1
1689466154365,pressure,1005.2
1689466454397,pressure,1005.2
1689466754435,pressure,1005.3
1689467054469,pressure,1005.2
1689467354503,pressure,1005.1
1689467654539,pressure,1004.7
1689467954572,pressure,1005.1
1689468254605,pressure,1005.9
1689468554642,pressure,1006.0
1689468854677,pressure,1005.8
1689469154709,pressure,1005.6
1689469454742,pressure,1005.5
1689469754774,pressure,1005.3
1689470054808,pressure,1005.4
1689470354846,pressure,1005.2
1689470654876,pressure,1005.1
1689470954913,pressure,1005.3
1689471254946,pressure,1005.6
1689471554979,pressure,1005.6
1689471855010,pressure,1005.7
1689472155050,pressure,1005.8
1689472515096,pressure,1005.6
1689472815132,pressure,1006.0
1689473115172,pressure,1006.1
1689473415205,pressure,1006.2
1689473715244,pressure,1006.3
1689474015278,pressure,1006.4
1689474315314,pressure,1006.4
1689474615348,pressure,1006.4
1689474915381,pressure,1006.2
1689475215414,pressure,1006.4
1689475515452,pressure,1006.4
1689475815489,pressure,1006.2
1689476115527,pressure,1006.1
1689476415565,pressure,1006.0
1689476775609,pressure,1006.0
1689477075644,pressure,1005.8
1689477375680,pressure,1006.4
1689477675713,pressure,1006.7
1689477975767,pressure,1007.0
1689478275802,pressure,1007.3
1689478575839,pressure,1007.4
1689478875871,pressure,1007.4
1689479175907,pressure,1007.3
1689479475944,pressure,1007.2
1689479775981,pressure,1007.2
1689480076018,pressure,1007.0
1689480376056,pressure,1007.0
1689480676090,pressure,1006.8
1689480976138,pressure,1006.7
1689481276192,pressure,1007.0
1689481576224,pressure,1007.0
1689481876259,pressure,1007.0
1689482176292,pressure,1007.1
1689482476326,pressure,1007.3
1689482776359,pressure,1007.3
1689483076391,pressure,1007.4
1689483376428,pressure,1007.6
1689483676465,pressure,1007.7
1689483976501,pressure,1007.6
1689484276538,pressure,1007.6
1689484576571,pressure,1007.8
1689484876605,pressure,1007.7
1689485176640,pressure,1007.7
1689485476676,pressure,1007.7
1689485776706,pressure,1007.6
1689486076742,pressure,1007.7
1689486376773,pressure,1007.8
1689486676805,pressure,1007.8
1689486976835,pressure,1007.9
1689487276872,pressure,1008.0
1689487576908,pressure,1008.0
1689487876943,pressure,1008.1
1689488176980,pressure,1008.0
1689488477016,pressure,1008.1
1689488777052,pressure,1008.2
1689489077086,pressure,1008.2
1689489377120,pressure,1008.2
1689489677150,pressure,1008.1
1689489977185,pressure,1008.1
1689490277222,pressure,1008.2
1689490577266,pressure,1008.2
1689490877296,pressure,1008.4
1689491177339,pressure,1008.4
1689491477370,pressure,1008.4
1689491777407,pressure,1008.5
1689492077443,pressure,1008.5
1689492377481,pressure,1008.5
1689492677512,pressure,1008.5
1689492977542,pressure,1008.6
1689493277580,pressure,1008.5
1689493577615,pressure,1008.7
1689493877649,pressure,1008.7
1689494177682,pressure,1008.7
1689494477720,pressure,1008.8
1689494777758,pressure,1008.8
1689495077798,pressure,1008.8
1689495377832,pressure,1008.8
1689495677867,pressure,1008.7
1689495977897,pressure,1008.8
1689496277929,pressure,1008.7
1689496577960,pressure,1008.7
1689496877995,pressure,1008.8
1689497178030,pressure,1008.8
1689497478073,pressure,1008.8
1689497778107,pressure,1008.6
1689498078154,pressure,1008.7
1689498378197,pressure,1008.5
1689498678231,pressure,1008.7
1689498978263,pressure,1008.6
1689499278303,pressure,1008.4
1689499578338,pressure,1008.7
1689499878368,pressure,1008.8
1689500178404,pressure,1008.6
1689500478435,pressure,1008.8
1689500778473,pressure,1009.0
1689501078517,pressure,1008.9
1689501378551,pressure,1009.2
1689501678591,pressure,1009.3
1689501978626,pressure,1009.3
1689502278660,pressure,1009.4
1689502578691,pressure,1009.5
1689502878727,pressure,1009.5
1689503178763,pressure,1009.7
1689503478796,pressure,1009.7
1689503778828,pressure,1009.7
1689504078860,pressure,1009.9
1689504378895,pressure,1009.8
1689504678927,pressure,1010.0
1689505038967,pressure,1010.0
1689505339006,pressure,1010.2
1689505639044,pressure,1010.3
1689505939079,pressure,1010.4
1689506239116,pressure,1010.4
1689506539157,pressure,1010.5
1689506839189,pressure,1010.4
1689507139223,pressure,1010.6
1689507439259,pressure,1010.6
1689507739299,pressure,1010.6
1689508039331,pressure,1010.6
1689508339362,pressure,1010.6
1689508639397,pressure,1010.6
1689508939431,pressure,1010.3
1689509239463,pressure,1010.6
1689509539498,pressure,1010.6
1689509839531,pressure,1010.6
1689510139565,pressure,1010.6
1689510439603,pressure,1010.6
1689510739633,pressure,1010.6
1689511039666,pressure,1010.4
1689511339707,pressure,1010.5
1689511639749,pressure,1010.5
1689511939788,pressure,1010.5
1689512239824,pressure,1010.6
1689512539857,pressure,1010.9
1689512839890,pressure,1011.1
1689513139926,pressure,1011.1
1689513439958,pressure,1011.1
1689513739992,pressure,1011.2
1689514040025,pressure,1011.2
1689514340055,pressure,1011.1
1689514640102,pressure,1011.2
1689514940139,pressure,1011.2
1689515240182,pressure,1011.2
1689515540214,pressure,1011.4
1689515840245,pressure,1011.5
1689516140309,pressure,1011.4
1689516440347,pressure,1011.5
1689516740387,pressure,1011.6
1689517040424,pressure,1011.6
1689517340462,pressure,1011.6
1689517640498,pressure,1011.5
1689518000538,pressure,1011.7
1689518300575,pressure,1011.6
1689518600616,pressure,1011.7
1689518900650,pressure,1011.7
1689519200700,pressure,1011.7
1689519500737,pressure,1011.7
1689519800775,pressure,1011.8
1689520100814,pressure,1011.7
1689520400844,pressure,1011.7
1689520700881,pressure,1011.7
1689521060938,pressure,1011.8
1689521360970,pressure,1011.9
1689521661013,pressure,1012.1
1689521961050,pressure,1012.0
1689522261090,pressure,1012.0
1689522561123,pressure,1012.1
1689522861165,pressure,1012.1
1689523221201,pressure,1012.1
1689523521238,pressure,1012.1
1689523821270,pressure,1012.1
1689524121311,pressure,1012.1
1689524481354,pressure,1012.0
1689524781387,pressure,1012.1
1689525081425,pressure,1012.1
1689525381460,pressure,1012.2
1689525681501,pressure,1012.2
1689525981531,pressure,1012.2
1689526281565,pressure,1012.2
1689526581609,pressure,1012.2
1689526881641,pressure,1012.2
1689527181677,pressure,1012.2
1689527481714,pressure,1012.2
1689527781752,pressure,1012.2
1689528081783,pressure,1012.3
1689528381829,pressure,1012.2
